,PLAYER,,Real Salary,Year
999,Robert Williams,"$2,029,920","$2,333,183",2021
1000,Langston Galloway,"$2,028,594","$2,331,659",2021
1001,Bruno Caboclo,"$2,028,594","$2,331,659",2021
1002,Tyler Johnson,"$2,028,594","$2,331,659",2021
1003,Gary Clark,"$2,018,458","$2,320,008",2021
1004,Jacob Evans,"$2,017,320","$2,318,700",2021
1005,Spencer Hawes,"$2,007,058","$2,306,905",2021
1006,Dzanan Musa,"$2,002,800","$2,302,011",2021
1007,Theo Maledon,"$2,000,000","$2,298,793",2021
1008,Kenrich Williams,"$2,000,000","$2,298,793",2021
1009,Damyean Dotson,"$2,000,000","$2,298,793",2021
1010,Omari Spellman,"$1,988,280","$2,285,322",2021
1011,Quinn Cook,"$1,981,649","$2,277,700",2021
1012,Cameron Payne,"$1,977,011","$2,272,369",2021
1013,Mario Hezonja,"$1,977,011","$2,272,369",2021
1014,Udoka Azubuike,"$1,977,000","$2,272,357",2021
1015,Jaden McDaniels,"$1,964,760","$2,258,288",2021
1016,Malachi Flynn,"$1,950,600","$2,242,013",2021
1017,Desmond Bane,"$1,936,440","$2,225,737",2021
1018,Jontay Porter,"$1,900,000","$2,183,853",2021
1019,Raul Neto,"$1,882,867","$2,164,160",2021
1020,JaKarr Sampson,"$1,882,867","$2,164,160",2021
1021,Jahlil Okafor,"$1,882,867","$2,164,160",2021
1022,Larry Sanders,"$1,865,546","$2,144,252",2021
1023,Marquese Chriss,"$1,824,003","$2,096,502",2021
1024,David Nwaba,"$1,824,003","$2,096,502",2021
1025,Timothe Luwawu,"$1,824,003","$2,096,502",2021
1026,Georges Niang,"$1,783,557","$2,050,014",2021
1027,Rodions Kurucs,"$1,780,152","$2,046,100",2021
1028,Furkan Korkmaz,"$1,762,796","$2,026,151",2021
1029,Alfonzo McKinnie,"$1,762,796","$2,026,151",2021
1030,Damion Lee,"$1,762,796","$2,026,151",2021
1031,PJ Dozier,"$1,762,796","$2,026,151",2021
1032,Abdel Nader,"$1,752,950","$2,014,834",2021
1033,Semi Ojeleye,"$1,752,950","$2,014,834",2021
1034,DeAndre Bembry,"$1,737,145","$1,996,668",2021
1035,Frank Kaminsky,"$1,737,145","$1,996,668",2021
1036,Willy Hernangomez,"$1,737,145","$1,996,668",2021
1037,Thon Maker,"$1,737,145","$1,996,668",2021
1038,Monte Morris,"$1,723,707","$1,981,222",2021
1039,Kevin Porter,"$1,717,981","$1,974,641",2021
1040,Shake Milton,"$1,701,593","$1,955,805",2021
1041,Thanasis Antetokounmpo,"$1,701,593","$1,955,805",2021
1042,Brandon Goodwin,"$1,701,593","$1,955,805",2021
1043,Ignas Brazdeikis,"$1,686,315","$1,938,244",2021
1044,Torrey Craig,"$1,678,854","$1,929,669",2021
1045,Dwayne Bacon,"$1,678,854","$1,929,669",2021
1046,Wesley Iwundu,"$1,678,854","$1,929,669",2021
1047,Sterling Brown,"$1,678,854","$1,929,669",2021
1048,Isaac Bonga,"$1,663,861","$1,912,436",2021
1049,Gary Trent Jr,"$1,663,861","$1,912,436",2021
1050,Sviatoslav Mykhailiuk,"$1,663,861","$1,912,436",2021
1051,Mitchell Robinson,"$1,663,861","$1,912,436",2021
1052,Jarred Vanderbilt,"$1,663,861","$1,912,436",2021
1053,Kendrick Nunn,"$1,663,861","$1,912,436",2021
1054,Duncan Robinson,"$1,663,861","$1,912,436",2021
1055,Hamidou Diallo,"$1,663,861","$1,912,436",2021
1056,Jalen Brunson,"$1,663,861","$1,912,436",2021
1057,Devonte Graham,"$1,663,861","$1,912,436",2021
1058,Bruce Brown,"$1,663,861","$1,912,436",2021
1059,Drew Eubanks,"$1,620,564","$1,862,670",2021
1060,Harry Giles,"$1,620,564","$1,862,670",2021
1061,Josh Gray,"$1,620,564","$1,862,670",2021
1062,Wenyen Gabriel,"$1,620,564","$1,862,670",2021
1063,Isaiah Hartenstein,"$1,620,564","$1,862,670",2021
1064,Daniel Gafford,"$1,517,981","$1,744,762",2021
1065,Matt Thomas,"$1,517,981","$1,744,762",2021
1066,Juwan Morgan,"$1,517,981","$1,744,762",2021
1067,Miye Oni,"$1,517,981","$1,744,762",2021
1068,Chris Silva,"$1,517,981","$1,744,762",2021
1069,Terence Davis,"$1,517,981","$1,744,762",2021
1070,Justin James,"$1,517,981","$1,744,762",2021
1071,Admiral Schofield,"$1,517,981","$1,744,762",2021
1072,Isaiah Roby,"$1,517,981","$1,744,762",2021
1073,Luguentz Dort,"$1,517,981","$1,744,762",2021
1074,Jaylen Nowell,"$1,517,981","$1,744,762",2021
1075,Naz Reid,"$1,517,981","$1,744,762",2021
1076,KZ Okpala,"$1,517,981","$1,744,762",2021
1077,Talen Horton-Tucker,"$1,517,981","$1,744,762",2021
1078,Terance Mann,"$1,517,981","$1,744,762",2021
1079,Jalen Lecque,"$1,517,981","$1,744,762",2021
1080,Chris Clemons,"$1,517,981","$1,744,762",2021
1081,Mychal Mulder,"$1,517,981","$1,744,762",2021
1082,Alen Smailagic,"$1,517,981","$1,744,762",2021
1083,Eric Paschall,"$1,517,981","$1,744,762",2021
1084,Vlatko Cancar,"$1,517,981","$1,744,762",2021
1085,Dean Wade,"$1,517,981","$1,744,762",2021
1086,Javonte Green,"$1,517,981","$1,744,762",2021
1087,Jalen McDaniels,"$1,517,981","$1,744,762",2021
1088,Caleb Martin,"$1,517,981","$1,744,762",2021
1089,Cody Martin,"$1,517,981","$1,744,762",2021
1090,Nicolas Claxton,"$1,517,981","$1,744,762",2021
1091,Carsen Edwards,"$1,517,981","$1,744,762",2021
1092,Bruno Fernando,"$1,517,981","$1,744,762",2021
1093,Robert Woodard,"$1,500,000","$1,724,094",2021
1094,Damian Jones,"$1,487,284","$1,709,477",2021
1095,JR Smith,"$1,456,667","$1,674,288",2021
1096,Paul Watson,"$1,445,697","$1,661,679",2021
1097,Zylan Cheatham,"$1,445,697","$1,661,679",2021
1098,Kelan Martin,"$1,445,697","$1,661,679",2021
1099,DaQuan Jeffries,"$1,445,697","$1,661,679",2021
1100,Jae'Sean Tate,"$1,445,697","$1,661,679",2021
1101,Vernon Carey,"$1,350,000","$1,551,685",2021
1102,Xavier Tillman,"$1,300,000","$1,494,215",2021
1103,Tyrell Terry,"$1,289,846","$1,482,544",2021
1104,Oshae Brissett,"$1,255,493","$1,443,058",2021
1105,Moses Brown,"$1,250,000","$1,436,745",2021
1106,Sindarius Thornwell,"$1,235,889","$1,420,525",2021
1107,Ersan Ilyasova,"$1,194,542","$1,373,002",2021
1108,Glenn Robinson III,"$1,165,322","$1,339,417",2021
1109,Zhaire Smith,"$1,068,200","$1,227,785",2021
1110,Khyri Thomas,"$1,061,283","$1,219,834",2021
1111,Guerschon Yabusele,"$1,039,080","$1,194,315",2021
1112,Norvel Pelle,"$1,014,905","$1,166,527",2021
1113,Jahmi'us Ramsey,"$1,000,000","$1,149,396",2021
1114,Lamar Stevens,"$1,000,000","$1,149,396",2021
1115,Nick Richards,"$1,000,000","$1,149,396",2021
1116,Kyle Singler,"$999,200","$1,148,477",2021
1117,Juan Toscano-Anderson,"$943,963","$1,084,987",2021
1118,Shaquille Harrison,"$915,048","$1,051,752",2021
1119,Chimezie Metu,"$910,895","$1,046,979",2021
1120,Anthony Gill,"$898,310","$1,032,514",2021
1121,Elijah Hughes,"$898,310","$1,032,514",2021
1122,Tre Jones,"$898,310","$1,032,514",2021
1123,CJ Elleby,"$898,310","$1,032,514",2021
1124,Isaiah Joe,"$898,310","$1,032,514",2021
1125,Sam Merrill,"$898,310","$1,032,514",2021
1126,Jordan Nwora,"$898,310","$1,032,514",2021
1127,Daniel Oturu,"$898,310","$1,032,514",2021
1128,KJ Martin,"$898,310","$1,032,514",2021
1129,Deividas Sirvydis,"$898,310","$1,032,514",2021
1130,Iman Shumpert,"$803,044","$923,016",2021
1131,Theo Pinson,"$802,182","$922,025",2021
1132,Yuta Watanabe,"$737,996","$848,250",2021
1133,Tremont Waters,"$712,278","$818,689",2021
1134,Frank Jackson,"$699,115","$803,560",2021
1135,Rayjon Tucker,"$693,755","$797,398",2021
1136,Tyler Cook,"$693,141","$796,693",2021
1137,Garrison Mathews,"$688,052","$790,844",2021
1138,Cole Aldrich,"$685,340","$787,727",2021
1139,Shaun Livingston,"$666,666","$766,263",2021
1140,Gabe Vincent,"$660,750","$759,463",2021
1141,Tacko Fall,"$653,924","$751,618",2021
1142,Max Strus,"$647,098","$743,772",2021
1143,Alize Johnson,"$621,587","$714,449",2021
1144,Anthony Tolliver,"$614,838","$706,692",2021
1145,Paul Reed,"$609,128","$700,129",2021
1146,Tim Frazier,"$597,463","$686,721",2021
1147,Jordan Bell,"$592,368","$680,865",2021
1148,Amir Coffey,"$578,842","$665,319",2021
1149,Naji Marshall,"$538,391","$618,824",2021
1150,Kyle Guy,"$537,888","$618,246",2021
1151,Markus Howard,"$535,294","$615,265",2021
1152,Skylar Mays,"$532,218","$611,729",2021
1153,Mamadi Diakite,"$529,341","$608,422",2021
1154,Nathan Knight,"$522,989","$601,121",2021
1155,Jared Harper,"$520,487","$598,245",2021
1156,Saben Lee,"$516,836","$594,049",2021
1157,Jarrell Brantley,"$510,586","$586,865",2021
1158,Jordan McLaughlin,"$503,760","$579,020",2021
1159,Rondae Hollis-Jefferson,"$502,957","$578,097",2021
1160,Reggie Perry,"$489,148","$562,225",2021
1161,Trent Forrest,"$470,690","$541,009",2021
1162,Cassius Stanley,"$470,690","$541,009",2021
1163,Dakari Johnson,"$459,414","$528,048",2021
1164,Cassius Winston,"$449,115","$516,211",2021
1165,Jalen Harris,"$449,115","$516,211",2021
1166,Keita Bates-Diop,"$449,115","$516,211",2021
1167,Quinndary Weatherspoon,"$449,115","$516,211",2021
1168,Keljin Blevins,"$449,115","$516,211",2021
1169,Ty-Shon Alexander,"$449,115","$516,211",2021
1170,Josh Hall,"$449,115","$516,211",2021
1171,Jaylen Adams,"$449,115","$516,211",2021
1172,Sean McDermott,"$449,115","$516,211",2021
1173,Killian Tillie,"$449,115","$516,211",2021
1174,Devontae Cacok,"$449,115","$516,211",2021
1175,Kostas Antetokounmpo,"$449,115","$516,211",2021
1176,Jay Scrubb,"$449,115","$516,211",2021
1177,Nico Mannion,"$449,115","$516,211",2021
1178,Nate Hinton,"$449,115","$516,211",2021
1179,Tyler Bey,"$449,115","$516,211",2021
1180,Marques Bolden,"$449,115","$516,211",2021
1181,Adam Mokoka,"$449,115","$516,211",2021
1182,Devon Dotson,"$449,115","$516,211",2021
1183,Nate Darling,"$449,115","$516,211",2021
1184,Grant Riller,"$449,115","$516,211",2021
1185,Chris Chiozza,"$449,115","$516,211",2021
1186,Yogi Ferrell,"$444,149","$510,503",2021
1187,Noah Vonleh,"$427,725","$491,625",2021
1188,Mason Jones,"$424,544","$487,968",2021
1189,Brodric Thomas,"$412,202","$473,783",2021
1190,Andre Roberson,"$411,639","$473,136",2021
1191,Donta Hall,"$376,276","$432,490",2021
1192,Brian Bowen,"$375,321","$431,392",2021
1193,Anzejs Pasecniks,"$374,297","$430,215",2021
1194,Freddie Gillespie,"$363,015","$417,248",2021
1195,AJ Hammons,"$350,087","$402,388",2021
1196,Karim Mane,"$344,557","$396,032",2021
1197,Will Magnay,"$341,481","$392,497",2021
1198,Greg Whittington,"$332,252","$381,889",2021
1199,Raymond Spalding,"$289,156","$332,354",2021
1200,Chasson Randle,"$279,927","$321,747",2021
1201,Justin Patton,"$267,623","$307,604",2021
1202,Gary Payton II,"$249,864","$287,192",2021
1203,Mike James,"$237,648","$273,151",2021
1204,Charlie Brown,"$217,844","$250,389",2021
1205,Anthony Lamb,"$215,330","$247,499",2021
1206,Justin Robinson,"$198,040","$227,626",2021
1207,Axel Toupane,"$196,872","$226,284",2021
1208,Henry Ellenson,"$168,983","$194,228",2021
1209,Ashton Hagans,"$166,111","$190,927",2021
1210,Isaiah Thomas,"$159,698","$183,556",2021
1211,John Henson,"$158,907","$182,647",2021
1212,Armoni Brooks,"$135,362","$155,584",2021
1213,Jordan Bone,"$135,350","$155,570",2021
1214,Jaylen Hoard,"$129,209","$148,512",2021
1215,Justin Anderson,"$125,000","$143,674",2021
1216,Didi Louzada,"$123,056","$141,440",2021
1217,Amida Brimah,"$123,056","$141,440",2021
1218,Troy Williams,"$122,741","$141,078",2021
1219,James Nunnally,"$107,674","$123,760",2021
1220,Demetrius Jackson,"$92,857","$106,729",2021
1221,Dakota Mathias,"$86,132","$98,999",2021
1222,Malik Fitts,"$61,528","$70,720",2021
1223,Jeremiah Martin,"$58,452","$67,184",2021
1224,Jerian Grant,"$50,000","$57,469",2021
1225,Louis King,"$49,222","$56,575",2021
1226,Cameron Oliver,"$43,070","$49,504",2021
1227,Cam Reynolds,"$33,299","$38,273",2021
1228,Andrew White,"$25,000","$28,734",2021
1229,Tyler Hall,"$25,000","$28,734",2021
1230,Elijah Bryant,"$24,611","$28,287",2021
1231,Caleb Homesley,"$20,000","$22,987",2021
1232,Stephen Curry,"$40,231,758","$46,540,848",2020
1233,Chris Paul,"$38,506,482","$44,545,016",2020
1234,Russell Westbrook,"$38,506,482","$44,545,016",2020
1235,John Wall,"$38,199,000","$44,189,315",2020
1236,James Harden,"$38,199,000","$44,189,315",2020
1237,LeBron James,"$37,436,858","$43,307,655",2020
1238,Kevin Durant,"$37,199,000","$43,032,497",2020
1239,Blake Griffin,"$34,449,964","$39,852,360",2020
1240,Kyle Lowry,"$33,296,296","$38,517,776",2020
1241,Paul George,"$33,005,556","$38,181,442",2020
1242,Tobias Harris,"$32,742,000","$37,876,556",2020
1243,Jimmy Butler,"$32,742,000","$37,876,556",2020
1244,Kawhi Leonard,"$32,742,000","$37,876,556",2020
1245,Klay Thompson,"$32,742,000","$37,876,556",2020
1246,Kemba Walker,"$32,742,000","$37,876,556",2020
1247,Gordon Hayward,"$32,700,690","$37,828,768",2020
1248,Mike Conley,"$32,511,623","$37,610,051",2020
1249,Kyrie Irving,"$31,742,000","$36,719,737",2020
1250,Khris Middleton,"$30,603,448","$35,402,639",2020
1251,Paul Millsap,"$30,350,000","$35,109,446",2020
1252,Damian Lillard,"$29,802,321","$34,475,880",2020
1253,Kevin Love,"$28,942,830","$33,481,605",2020
1254,Al Horford,"$28,000,000","$32,390,922",2020
1255,Nikola Vucevic,"$28,000,000","$32,390,922",2020
1256,DeMar DeRozan,"$27,739,975","$32,090,120",2020
1257,CJ McCollum,"$27,556,959","$31,878,404",2020
1258,Joel Embiid,"$27,504,630","$31,817,869",2020
1259,Andrew Wiggins,"$27,504,630","$31,817,869",2020
1260,Nikola Jokic,"$27,504,630","$31,817,869",2020
1261,Devin Booker,"$27,285,000","$31,563,796",2020
1262,Karl-Anthony Towns,"$27,285,000","$31,563,796",2020
1263,D'Angelo Russell,"$27,285,000","$31,563,796",2020
1264,Kristaps Porzingis,"$27,285,000","$31,563,796",2020
1265,Otto Porter,"$27,250,576","$31,523,974",2020
1266,Anthony Davis,"$27,093,019","$31,341,709",2020
1267,Bradley Beal,"$27,093,018","$31,341,708",2020
1268,Hassan Whiteside,"$27,093,018","$31,341,708",2020
1269,Andre Drummond,"$27,093,018","$31,341,708",2020
1270,Jrue Holiday,"$26,131,111","$30,228,956",2020
1271,LaMarcus Aldridge,"$26,000,000","$30,077,284",2020
1272,Steven Adams,"$25,842,697","$29,895,313",2020
1273,Giannis Antetokounmpo,"$25,842,697","$29,895,313",2020
1274,Marc Gasol,"$25,595,700","$29,609,583",2020
1275,Nicolas Batum,"$25,565,217","$29,574,319",2020
1276,Rudy Gobert,"$25,258,427","$29,219,419",2020
1277,Chandler Parsons,"$25,102,512","$29,039,054",2020
1278,Harrison Barnes,"$24,147,727","$27,934,540",2020
1279,Serge Ibaka,"$23,271,604","$26,921,025",2020
1280,Danilo Gallinari,"$22,615,559","$26,162,100",2020
1281,Victor Oladipo,"$21,000,000","$24,293,191",2020
1282,Tim Hardaway Jr,"$20,025,127","$23,165,440",2020
1283,Malcolm Brogdon,"$20,000,000","$23,136,373",2020
1284,Terry Rozier,"$19,894,737","$23,014,602",2020
1285,Aaron Gordon,"$19,863,636","$22,978,624",2020
1286,Zach LaVine,"$19,500,000","$22,557,963",2020
1287,Kent Bazemore,"$19,269,663","$22,291,505",2020
1288,Goran Dragic,"$19,217,900","$22,231,625",2020
1289,Jeff Teague,"$19,000,000","$21,979,554",2020
1290,Evan Turner,"$18,606,556","$21,524,411",2020
1291,Draymond Green,"$18,539,130","$21,446,411",2020
1292,Tristan Thompson,"$18,539,130","$21,446,411",2020
1293,Gary Harris,"$18,189,286","$21,041,705",2020
1294,Julius Randle,"$18,000,000","$20,822,735",2020
1295,Myles Turner,"$18,000,000","$20,822,735",2020
1296,Derrick Favors,"$17,650,000","$20,417,849",2020
1297,Andre Iguodala,"$17,185,185","$19,880,142",2020
1298,Evan Fournier,"$17,150,000","$19,839,439",2020
1299,Bojan Bogdanovic,"$17,000,000","$19,665,917",2020
1300,Bismack Biyombo,"$17,000,000","$19,665,917",2020
1301,Clint Capela,"$16,896,552","$19,546,246",2020
1302,Gorgui Dieng,"$16,229,213","$18,774,256",2020
1303,Ricky Rubio,"$16,200,000","$18,740,462",2020
1304,Jonas Valanciunas,"$16,000,000","$18,509,098",2020
1305,Brandon Knight,"$15,643,750","$18,096,981",2020
1306,Kelly Oubre,"$15,625,000","$18,075,291",2020
1307,Eric Bledsoe,"$15,625,000","$18,075,291",2020
1308,Dennis Schroeder,"$15,500,000","$17,930,689",2020
1309,Ian Mahinmi,"$15,450,051","$17,872,907",2020
1310,James Johnson,"$15,349,400","$17,756,472",2020
1311,Bobby Portis,"$15,000,000","$17,352,279",2020
1312,Marcus Morris,"$15,000,000","$17,352,279",2020
1313,Danny Green,"$14,634,147","$16,929,054",2020
1314,Rudy Gay,"$14,500,000","$16,773,870",2020
1315,Cody Zeller,"$14,471,910","$16,741,375",2020
1316,Eric Gordon,"$14,057,730","$16,262,244",2020
1317,Mason Plumlee,"$14,041,096","$16,243,001",2020
1318,JJ Redick,"$13,486,300","$15,601,203",2020
1319,Jordan Clarkson,"$13,437,500","$15,544,750",2020
1320,Dewayne Dedmon,"$13,333,334","$15,424,249",2020
1321,Solomon Hill,"$13,290,395","$15,374,576",2020
1322,Justise Winslow,"$13,000,000","$15,038,642",2020
1323,Thaddeus Young,"$12,900,000","$14,922,960",2020
1324,Will Barton,"$12,776,786","$14,780,424",2020
1325,Courtney Lee,"$12,759,670","$14,760,624",2020
1326,Larry Nance Jr,"$12,727,273","$14,723,146",2020
1327,Patrick Mills,"$12,678,571","$14,666,807",2020
1328,Kelly Olynyk,"$12,667,885","$14,654,445",2020
1329,Marcus Smart,"$12,553,571","$14,522,205",2020
1330,Terrence Ross,"$12,500,000","$14,460,233",2020
1331,Patrick Beverley,"$12,345,680","$14,281,712",2020
1332,Trevor Ariza,"$12,200,000","$14,113,187",2020
1333,Brook Lopez,"$12,093,024","$13,989,435",2020
1334,Cory Joseph,"$12,000,000","$13,881,823",2020
1335,Jusuf Nurkic,"$12,000,000","$13,881,823",2020
1336,Joe Ingles,"$11,454,546","$13,250,832",2020
1337,Tony Snell,"$11,392,857","$13,179,469",2020
1338,Robert Covington,"$11,301,219","$13,073,460",2020
1339,Meyers Leonard,"$11,286,515","$13,056,451",2020
1340,TJ Warren,"$11,060,000","$12,794,414",2020
1341,Moe Harkless,"$11,011,234","$12,738,000",2020
1342,Andre Roberson,"$10,740,740","$12,425,088",2020
1343,Spencer Dinwiddie,"$10,605,600","$12,268,755",2020
1344,Jeremy Lamb,"$10,500,000","$12,146,595",2020
1345,Dwight Powell,"$10,259,375","$11,868,236",2020
1346,George Hill,"$10,133,907","$11,723,092",2020
1347,Norman Powell,"$10,116,576","$11,703,043",2020
1348,Josh Richardson,"$10,116,576","$11,703,043",2020
1349,Tyus Jones,"$10,116,000","$11,702,377",2020
1350,Tomas Satoransky,"$10,000,000","$11,568,186",2020
1351,DeAndre Jordan,"$9,881,598","$11,431,216",2020
1352,Zion Williamson,"$9,757,440","$11,287,588",2020
1353,Markelle Fultz,"$9,745,200","$11,273,429",2020
1354,John Henson,"$9,732,396","$11,258,617",2020
1355,Matthew Dellavedova,"$9,607,500","$11,114,135",2020
1356,Dante Exum,"$9,600,000","$11,105,459",2020
1357,Deandre Ayton,"$9,562,920","$11,062,564",2020
1358,Delon Wright,"$9,473,684","$10,959,334",2020
1359,Fred VanVleet,"$9,346,153","$10,811,804",2020
1360,Jerami Grant,"$9,346,153","$10,811,804",2020
1361,Al-Farouq Aminu,"$9,258,000","$10,709,827",2020
1362,Kyle Anderson,"$9,073,050","$10,495,873",2020
1363,Taj Gibson,"$9,000,000","$10,411,367",2020
1364,Ja Morant,"$8,730,240","$10,099,304",2020
1365,Lonzo Ball,"$8,719,320","$10,086,672",2020
1366,E'Twaun Moore,"$8,664,928","$10,023,750",2020
1367,Marvin Bagley,"$8,556,120","$9,897,879",2020
1368,Bogdan Bogdanovic,"$8,529,386","$9,866,952",2020
1369,PJ Tucker,"$8,349,039","$9,658,324",2020
1370,Cristiano Felicio,"$8,156,500","$9,435,591",2020
1371,Kentavious Caldwell-Pope,"$8,139,282","$9,415,673",2020
1372,Ben Simmons,"$8,113,929","$9,386,344",2020
1373,Thomas Bryant,"$8,000,000","$9,254,549",2020
1374,Wayne Ellington,"$8,000,000","$9,254,549",2020
1375,Elfrid Payton,"$8,000,000","$9,254,549",2020
1376,Louis Williams,"$8,000,000","$9,254,549",2020
1377,Maxi Kleber,"$8,000,000","$9,254,549",2020
1378,RJ Barrett,"$7,839,960","$9,069,411",2020
1379,Jayson Tatum,"$7,830,000","$9,057,890",2020
1380,Jae Crowder,"$7,815,533","$9,041,154",2020
1381,Luka Doncic,"$7,683,360","$8,888,254",2020
1382,Joe Harris,"$7,666,667","$8,868,943",2020
1383,Seth Curry,"$7,461,380","$8,631,463",2020
1384,DeMarre Carroll,"$7,339,258","$8,490,190",2020
1385,Doug McDermott,"$7,333,333","$8,483,336",2020
1386,Langston Galloway,"$7,333,333","$8,483,336",2020
1387,Derrick Rose,"$7,317,074","$8,464,527",2020
1388,Brandon Ingram,"$7,265,485","$8,404,848",2020
1389,DJ Augustin,"$7,250,000","$8,386,935",2020
1390,Darius Miller,"$7,250,000","$8,386,935",2020
1391,De'Andre Hunter,"$7,068,360","$8,176,810",2020
1392,Josh Jackson,"$7,059,480","$8,166,538",2020
1393,Davis Bertans,"$7,000,000","$8,097,730",2020
1394,Ersan Ilyasova,"$7,000,000","$8,097,730",2020
1395,Jaren Jackson Jr,"$6,927,480","$8,013,838",2020
1396,Nemanja Bjelica,"$6,825,000","$7,895,287",2020
1397,Jaylen Brown,"$6,534,829","$7,559,612",2020
1398,Jabari Parker,"$6,500,000","$7,519,321",2020
1399,Ivica Zubac,"$6,481,482","$7,497,899",2020
1400,Darius Garland,"$6,400,920","$7,404,703",2020
1401,De'Aaron Fox,"$6,392,760","$7,395,264",2020
1402,Trae Young,"$6,273,000","$7,256,723",2020
1403,Ishmael Smith,"$6,000,000","$6,940,911",2020
1404,Montrezl Harrell,"$6,000,000","$6,940,911",2020
1405,Marco Belinelli,"$5,846,154","$6,762,939",2020
1406,Jarrett Culver,"$5,813,640","$6,725,327",2020
1407,Jonathan Isaac,"$5,806,440","$6,716,998",2020
1408,Rodney Hood,"$5,718,000","$6,614,689",2020
1409,Mo Bamba,"$5,697,600","$6,591,089",2020
1410,Trey Lyles,"$5,500,000","$6,362,502",2020
1411,Aron Baynes,"$5,453,280","$6,308,456",2020
1412,Kris Dunn,"$5,348,007","$6,186,674",2020
1413,Coby White,"$5,307,120","$6,139,375",2020
1414,Lauri Markkanen,"$5,300,400","$6,131,601",2020
1415,Wendell Carter,"$5,201,400","$6,017,076",2020
1416,Luol Deng,"$5,000,000","$5,784,093",2020
1417,Daniel Theis,"$5,000,000","$5,784,093",2020
1418,Jaxson Hayes,"$4,862,040","$5,624,498",2020
1419,Buddy Hield,"$4,861,207","$5,623,534",2020
1420,Frank Ntilikina,"$4,855,800","$5,617,280",2020
1421,Rodney McGruder,"$4,807,693","$5,561,628",2020
1422,Ed Davis,"$4,767,000","$5,514,554",2020
1423,Richaun Holmes,"$4,767,000","$5,514,554",2020
1424,Frank Kaminsky,"$4,767,000","$5,514,554",2020
1425,Mike Scott,"$4,767,000","$5,514,554",2020
1426,Robin Lopez,"$4,767,000","$5,514,554",2020
1427,Avery Bradley,"$4,767,000","$5,514,554",2020
1428,JaMychal Green,"$4,767,000","$5,514,554",2020
1429,Justin Holiday,"$4,767,000","$5,514,554",2020
1430,Garrett Temple,"$4,767,000","$5,514,554",2020
1431,Enes Kanter,"$4,767,000","$5,514,554",2020
1432,Collin Sexton,"$4,764,960","$5,512,194",2020
1433,Rui Hachimura,"$4,469,160","$5,170,007",2020
1434,Kevon Looney,"$4,464,286","$5,164,369",2020
1435,Dennis Smith,"$4,463,640","$5,163,622",2020
1436,Jamal Murray,"$4,444,746","$5,141,765",2020
1437,Kevin Knox,"$4,380,120","$5,067,004",2020
1438,Cam Reddish,"$4,245,720","$4,911,528",2020
1439,Zach Collins,"$4,240,200","$4,905,142",2020
1440,Mikal Bridges,"$4,161,000","$4,813,522",2020
1441,Alex Len,"$4,160,000","$4,812,365",2020
1442,Nicolo Melli,"$4,102,564","$4,745,922",2020
1443,Cameron Johnson,"$4,033,440","$4,665,958",2020
1444,Malik Monk,"$4,028,400","$4,660,128",2020
1445,Patrick McCaw,"$4,000,000","$4,627,274",2020
1446,Reggie Bullock,"$4,000,000","$4,627,274",2020
1447,JaVale McGee,"$4,000,000","$4,627,274",2020
1448,Dorian Finney-Smith,"$4,000,000","$4,627,274",2020
1449,Shai Gilgeous-Alexander,"$3,952,920","$4,572,811",2020
1450,PJ Washington,"$3,831,840","$4,432,743",2020
1451,Luke Kennard,"$3,827,160","$4,427,330",2020
1452,Miles Bridges,"$3,755,400","$4,344,316",2020
1453,Jakob Poeltl,"$3,754,885","$4,343,721",2020
1454,Tyler Herro,"$3,640,200","$4,211,051",2020
1455,Donovan Mitchell,"$3,635,760","$4,205,914",2020
1456,Stanley Johnson,"$3,623,000","$4,191,153",2020
1457,Jake Layman,"$3,581,986","$4,143,708",2020
1458,Thon Maker,"$3,569,643","$4,129,429",2020
1459,Jerome Robinson,"$3,567,720","$4,127,205",2020
1460,Danuel House,"$3,540,000","$4,095,138",2020
1461,Domantas Sabonis,"$3,529,554","$4,083,053",2020
1462,DeMarcus Cousins,"$3,500,000","$4,048,865",2020
1463,TJ McConnell,"$3,500,000","$4,048,865",2020
1464,Boban Marjanovic,"$3,500,000","$4,048,865",2020
1465,Dario Saric,"$3,481,985","$4,028,025",2020
1466,Taurean Prince,"$3,481,985","$4,028,025",2020
1467,Romeo Langford,"$3,458,400","$4,000,741",2020
1468,Bam Adebayo,"$3,454,080","$3,995,744",2020
1469,Michael Porter,"$3,389,400","$3,920,921",2020
1470,Denzel Valentine,"$3,377,568","$3,907,233",2020
1471,Juan Hernangomez,"$3,321,029","$3,841,828",2020
1472,Sekou Doumbouya,"$3,285,120","$3,800,288",2020
1473,Justin Jackson,"$3,280,920","$3,795,429",2020
1474,Troy Brown,"$3,219,480","$3,724,354",2020
1475,Yogi Ferrell,"$3,150,000","$3,643,978",2020
1476,Zhaire Smith,"$3,058,800","$3,538,476",2020
1477,Khem Birch,"$3,000,000","$3,470,455",2020
1478,Quinn Cook,"$3,000,000","$3,470,455",2020
1479,Ryan Arcidiacono,"$3,000,000","$3,470,455",2020
1480,Nickeil Alexander-Walker,"$2,964,840","$3,429,782",2020
1481,DJ Wilson,"$2,961,120","$3,425,478",2020
1482,Cedi Osman,"$2,907,143","$3,363,037",2020
1483,Donte DiVincenzo,"$2,905,800","$3,361,483",2020
1484,Bryn Forbes,"$2,875,000","$3,325,853",2020
