Unnamed: 0,PLAYER,Unnamed: 2,Real Salary,Year,New Player Name,Count Records,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Player-additional
,,,,2020,T.J. Warren,1.0,T.J. Warren,SF,26.0,IND,67.0,2202.0,18.4,0.61,0.227,0.205,3.4,10.5,7.0,7.1,1.7,1.4,7.2,23.3,4.0,2.6,6.5,0.143,1.2,0,1.1,1.7,warretj01
,,,,2021,T.J. Warren,1.0,T.J. Warren,SF,27.0,IND,4.0,117.0,11.6,0.56,0.137,0.196,1.9,11.1,6.5,6.5,0.8,0.0,6.7,21.6,0.1,0.1,0.1,0.045,-3.6,-1.9,-5.5,-0.1,warretj01
,,,,2020,Tacko Fall,1.0,Tacko Fall,C,24.0,BOS,7.0,33.0,28.4,0.751,0.0,0.214,3.3,44.9,24.3,5.8,1.5,11.2,16.4,23.7,0.1,0.1,0.2,0.223,0.4,6,6.5,0.1,fallta01
,,,,2021,Tacko Fall,1.0,Tacko Fall,C,25.0,BOS,19.0,136.0,19.6,0.66,0.0,0.517,13.0,29.7,21.3,3.1,0.4,13.7,14.4,13.2,0.2,0.3,0.5,0.177,-1.7,2.9,1.2,0.1,fallta01
,,,,2022,Tacko Fall,1.0,Tacko Fall,C,26.0,CLE,11.0,59.0,11.3,0.398,0.0,0.583,13.4,29.4,21.6,4.6,0.0,9.1,16.6,13.6,-0.1,0.1,0.1,0.043,-4.1,0.8,-3.4,0.0,fallta01
,,,,2019,Tahjere McCall,1.0,Tahjere McCall,SG,24.0,BRK,1.0,8.0,9.6,0.581,0.333,0.333,0.0,13.1,6.6,0.0,0.0,0.0,0.0,18.1,0.0,0.0,0.0,0.055,-6.0,-0.6,-6.6,0.0,mccalta01
,,,,2019,Taj Gibson,1.0,Taj Gibson,PF,33.0,MIN,70.0,1686.0,17.8,0.612,0.063,0.33,10.8,18.3,14.5,7.3,1.5,2.0,10.6,17.2,3.7,1.4,5.1,0.144,0.3,-0.4,-0.1,0.8,gibsota01
,,,,2020,Taj Gibson,1.0,Taj Gibson,C,34.0,NYK,62.0,1025.0,16.1,0.61,0.049,0.196,11.2,16.7,13.9,7.6,1.3,2.8,13.1,14.8,1.8,0.8,2.6,0.12,-0.8,-0.3,-1.1,0.2,gibsota01
,,,,2021,Taj Gibson,1.0,Taj Gibson,C,35.0,NYK,45.0,936.0,16.0,0.661,0.095,0.348,11.6,17.3,14.5,5.4,1.7,5.0,10.8,9.7,2.1,1.7,3.8,0.195,-0.7,2.1,1.3,0.8,gibsota01
,,,,2022,Taj Gibson,1.0,Taj Gibson,C,36.0,NYK,52.0,946.0,12.0,0.606,0.229,0.313,9.8,16.3,13.0,4.9,1.2,4.2,12.5,10.0,1.4,1.2,2.7,0.135,-3.0,1,-2,0.0,gibsota01
,,,,2020,Talen Horton-Tucker,1.0,Talen Horton-Tucker,SG,19.0,LAL,6.0,81.0,12.3,0.535,0.433,0.133,2.7,6.7,4.7,10.5,4.7,1.1,15.9,19.7,0.0,0.2,0.1,0.07,-4.0,2,-2.1,0.0,hortota01
,,,,2021,Talen Horton-Tucker,1.0,Talen Horton-Tucker,SG,20.0,LAL,65.0,1304.0,12.9,0.536,0.268,0.264,2.2,12.3,7.3,20.8,2.4,1.4,16.1,21.7,-0.1,2.2,2.1,0.078,-2.6,1.5,-1.2,0.3,hortota01
,,,,2022,Talen Horton-Tucker,1.0,Talen Horton-Tucker,SG,21.0,LAL,60.0,1511.0,11.0,0.503,0.338,0.232,2.6,11.1,6.9,14.9,1.9,1.7,12.1,19.2,-0.2,1.2,1.1,0.033,-3.2,-0.2,-3.3,-0.5,hortota01
,,,,2020,Tariq Owens,1.0,Tariq Owens,PF,24.0,PHO,3.0,15.0,8.4,0.34,0.4,0.4,14.6,7.5,11.1,0.0,3.2,0.0,0.0,16.7,0.0,0.0,0.0,0.021,-3.1,-2.7,-5.8,0.0,owensta01
,,,,2019,Taurean Prince,1.0,Taurean Prince,SF,24.0,ATL,55.0,1552.0,11.9,0.575,0.53,0.195,1.5,12.3,6.7,11.1,1.6,1.1,13.4,19.5,0.8,0.7,1.5,0.047,-1.0,-1,-2,0.0,princta02
,,,,2020,Taurean Prince,1.0,Taurean Prince,PF,25.0,BRK,64.0,1857.0,9.1,0.497,0.583,0.12,2.8,18.1,10.6,9.2,1.5,1.1,14.0,20.4,-1.7,2.3,0.6,0.014,-2.8,-0.1,-2.9,-0.4,princta02
,,,,2021,Taurean Prince,1.0,Taurean Prince,PF,26.0,TOT,41.0,905.0,12.1,0.54,0.474,0.232,2.3,15.3,8.8,12.8,1.5,2.3,11.5,19.6,0.2,0.8,1.0,0.052,-1.2,-0.6,-1.8,0.0,princta02
,,,,2022,Taurean Prince,1.0,Taurean Prince,PF,27.0,MIN,69.0,1177.0,12.4,0.589,0.587,0.21,2.3,13.8,7.9,8.1,1.9,1.9,11.1,17.0,1.0,1.2,2.2,0.09,-1.0,0,-0.9,0.3,princta02
,,,,2020,Terance Mann,1.0,Terance Mann,SF,23.0,LAC,41.0,362.0,10.6,0.545,0.253,0.342,2.9,12.6,7.9,19.3,1.4,1.2,16.5,12.6,0.4,0.4,0.8,0.106,-2.7,1.2,-1.5,0.0,mannte01
,,,,2021,Terance Mann,1.0,Terance Mann,SG,24.0,LAC,67.0,1263.0,13.8,0.603,0.26,0.269,5.1,16.1,10.8,11.3,1.1,0.9,9.3,15.1,2.4,1.3,3.7,0.141,-0.5,0.3,-0.2,0.6,mannte01
,,,,2022,Terance Mann,1.0,Terance Mann,SF,25.0,LAC,81.0,2317.0,13.4,0.572,0.301,0.238,4.9,14.3,9.7,13.1,1.2,0.8,9.9,16.0,3.1,2.4,5.5,0.113,-0.8,0.2,-0.6,0.8,mannte01
,,,,2020,Terence Davis,1.0,Terence Davis,SG,22.0,TOR,72.0,1209.0,13.8,0.588,0.555,0.135,4.5,16.0,10.3,14.2,1.5,1.1,14.1,19.0,1.2,1.9,3.1,0.122,0.1,0.7,0.8,0.8,daviste02
,,,,2021,Terence Davis,1.0,Terence Davis,SG,23.0,TOT,61.0,1074.0,12.7,0.555,0.586,0.121,2.0,14.1,7.9,11.4,2.0,1.2,11.6,21.8,0.1,0.8,0.8,0.038,-0.9,-0.9,-1.7,0.1,daviste02
,,,,2022,Terence Davis,1.0,Terence Davis,SG,24.0,SAC,30.0,536.0,14.6,0.543,0.558,0.165,2.2,17.0,9.5,11.9,2.2,1.8,10.3,25.6,0.0,0.5,0.5,0.044,-0.6,-0.4,-0.9,0.2,daviste02
,,,,2019,Terrance Ferguson,1.0,Terrance Ferguson,SG,20.0,OKC,74.0,1931.0,6.4,0.566,0.673,0.118,1.7,6.0,3.8,4.8,1.0,0.7,9.4,10.6,1.2,1.6,2.8,0.07,-3.9,0.1,-3.8,-0.9,fergute01
,,,,2020,Terrance Ferguson,1.0,Terrance Ferguson,SF,21.0,OKC,56.0,1257.0,3.7,0.481,0.764,0.091,2.1,4.4,3.3,5.3,1.0,1.2,11.9,9.1,-0.3,0.9,0.6,0.021,-4.8,0.3,-4.5,-0.8,fergute01
,,,,2021,Terrance Ferguson,1.0,Terrance Ferguson,SG,22.0,PHI,13.0,49.0,-7.1,0.143,0.714,0.0,0.0,2.2,1.1,4.9,1.0,0.0,36.4,9.7,-0.2,0.0,-0.2,-0.161,-12.1,-2.2,-14.3,-0.2,fergute01
,,,,2019,Terrence Jones,1.0,Terrence Jones,PF,27.0,HOU,2.0,5.0,-15.8,0.225,0.5,0.25,0.0,90.3,44.2,0.0,0.0,0.0,18.4,47.2,-0.1,0.0,-0.1,-0.661,-24.7,-6.4,-31.1,0.0,joneste01
,,,,2019,Terrence Ross,1.0,Terrence Ross,SG,27.0,ORL,81.0,2150.0,15.4,0.561,0.551,0.14,1.3,12.8,7.0,9.9,1.6,1.1,7.6,23.9,1.7,2.6,4.3,0.095,1.1,-0.3,0.8,1.5,rosste01
,,,,2020,Terrence Ross,1.0,Terrence Ross,SG,28.0,ORL,69.0,1889.0,14.0,0.548,0.596,0.217,0.7,12.3,6.3,6.8,2.0,1.1,7.0,22.8,1.1,2.0,3.0,0.077,-0.1,-0.3,-0.4,0.8,rosste01
,,,,2021,Terrence Ross,1.0,Terrence Ross,SG,29.0,ORL,46.0,1347.0,13.2,0.53,0.429,0.224,1.1,11.4,6.1,13.2,1.7,1.4,9.9,24.1,-0.1,1.0,0.9,0.03,-1.4,-0.8,-2.3,-0.1,rosste01
,,,,2022,Terrence Ross,1.0,Terrence Ross,SG,30.0,ORL,63.0,1448.0,10.0,0.515,0.477,0.235,1.5,10.3,5.9,12.5,0.9,0.8,10.9,20.5,-0.5,0.9,0.3,0.011,-2.5,-1.1,-3.7,-0.6,rosste01
,,,,2019,Terry Rozier,1.0,Terry Rozier,PG,24.0,BOS,79.0,1791.0,12.9,0.501,0.506,0.14,1.9,16.4,9.1,17.7,1.8,1.0,8.8,18.6,0.9,2.3,3.2,0.086,-0.7,0.5,-0.2,0.8,roziete01
,,,,2020,Terry Rozier,1.0,Terry Rozier,PG,25.0,CHO,63.0,2164.0,14.8,0.553,0.45,0.202,2.4,11.8,7.0,20.4,1.4,0.4,12.1,23.7,1.9,1.1,3.0,0.066,0.8,-1.2,-0.4,0.8,roziete01
,,,,2021,Terry Rozier,1.0,Terry Rozier,SG,26.0,CHO,69.0,2383.0,17.1,0.575,0.504,0.178,2.1,11.8,6.9,20.0,1.8,1.1,9.5,24.4,3.3,2.0,5.2,0.105,2.2,-0.5,1.6,2.2,roziete01
,,,,2022,Terry Rozier,1.0,Terry Rozier,SG,27.0,CHO,73.0,2458.0,17.6,0.566,0.508,0.151,2.4,11.3,6.8,19.7,1.8,1.0,7.2,23.2,4.3,1.6,5.9,0.115,2.4,-0.7,1.7,2.3,roziete01
,,,,2022,Terry Taylor,1.0,Terry Taylor,SG,22.0,IND,33.0,714.0,19.0,0.656,0.173,0.232,14.6,12.2,13.4,8.6,1.0,1.0,8.7,15.9,2.2,0.2,2.4,0.16,2.2,-2.7,-0.6,0.3,taylote01
,,,,2019,Thabo Sefolosha,1.0,Thabo Sefolosha,SF,34.0,UTA,50.0,609.0,12.1,0.599,0.523,0.148,1.4,20.1,10.9,6.1,3.4,0.7,13.6,12.9,0.2,1.2,1.5,0.115,-1.6,3.1,1.5,0.5,sefolth01
,,,,2020,Thabo Sefolosha,1.0,Thabo Sefolosha,PF,35.0,HOU,41.0,436.0,9.4,0.487,0.593,0.088,5.0,17.5,11.2,7.5,2.5,2.4,13.7,10.4,0.0,0.6,0.7,0.072,-2.9,1.7,-1.2,0.1,sefolth01
,,,,2019,Thaddeus Young,1.0,Thaddeus Young,PF,30.0,IND,81.0,2489.0,16.2,0.569,0.174,0.161,8.7,14.4,11.7,12.0,2.4,1.3,12.0,18.0,3.0,3.9,6.9,0.133,0.4,1.1,1.5,2.2,youngth01
,,,,2020,Thaddeus Young,1.0,Thaddeus Young,PF,31.0,CHI,64.0,1591.0,13.3,0.521,0.369,0.12,6.2,16.1,10.9,11.3,2.8,1.4,13.9,19.7,-0.2,2.1,1.9,0.058,-1.4,0.2,-1.2,0.3,youngth01
,,,,2021,Thaddeus Young,1.0,Thaddeus Young,PF,32.0,CHI,68.0,1652.0,20.3,0.578,0.068,0.171,11.4,16.9,14.2,27.1,2.2,2.1,16.1,22.3,2.8,2.2,5.1,0.147,1.9,1.4,3.3,2.2,youngth01
,,,,2022,Thaddeus Young,1.0,Thaddeus Young,PF,33.0,TOT,52.0,845.0,17.0,0.548,0.176,0.18,9.8,16.8,13.1,17.7,3.1,2.0,15.0,17.4,0.9,1.3,2.2,0.126,0.1,2.1,2.2,0.9,youngth01
,,,,2020,Thanasis Antetokounmpo,1.0,Thanasis Antetokounmpo,SF,27.0,MIL,20.0,129.0,12.2,0.496,0.208,0.354,9.8,8.7,9.2,16.3,2.5,1.4,17.8,21.6,-0.1,0.2,0.2,0.07,-4.6,1.4,-3.2,0.0,antetth01
,,,,2021,Thanasis Antetokounmpo,1.0,Thanasis Antetokounmpo,SF,28.0,MIL,57.0,551.0,10.3,0.523,0.212,0.358,10.7,12.9,11.8,10.3,1.9,1.6,21.3,15.3,0.0,0.6,0.7,0.057,-3.7,0.2,-3.5,-0.2,antetth01
,,,,2022,Thanasis Antetokounmpo,1.0,Thanasis Antetokounmpo,SF,29.0,MIL,48.0,473.0,12.5,0.577,0.109,0.359,9.2,13.4,11.3,6.5,1.6,2.4,14.9,15.7,0.4,0.5,0.9,0.095,-3.5,-0.1,-3.5,-0.2,antetth01
,,,,2019,Theo Pinson,1.0,Theo Pinson,SG,23.0,BRK,18.0,211.0,8.1,0.49,0.63,0.301,2.0,15.9,9.0,14.1,1.4,0.0,17.9,20.0,-0.2,0.2,0.0,0.004,-3.6,0.4,-3.2,-0.1,pinsoth01
,,,,2020,Theo Pinson,1.0,Theo Pinson,SG,24.0,BRK,33.0,365.0,5.2,0.37,0.516,0.103,2.9,12.2,7.7,21.7,2.2,0.9,16.9,22.3,-1.0,0.4,-0.6,-0.078,-6.8,-0.2,-7,-0.5,pinsoth01
,,,,2021,Theo Pinson,1.0,Theo Pinson,SG,25.0,NYK,17.0,34.0,-8.1,0.111,0.889,0.0,0.0,15.8,8.0,3.7,0.0,0.0,10.0,13.1,-0.2,0.0,-0.1,-0.205,-13.2,-2.5,-15.7,-0.1,pinsoth01
,,,,2022,Theo Pinson,1.0,Theo Pinson,SF,26.0,DAL,19.0,148.0,11.9,0.553,0.769,0.256,1.5,14.3,7.9,15.9,1.7,1.2,10.3,14.7,0.2,0.2,0.4,0.122,-1.5,1,-0.5,0.1,pinsoth01
,,,,2019,Thomas Bryant,1.0,Thomas Bryant,C,21.0,WAS,72.0,1496.0,21.0,0.674,0.197,0.273,8.1,25.1,16.5,9.3,0.8,3.8,9.6,17.6,4.3,1.3,5.6,0.178,2.3,-0.3,2,1.5,bryanth01
,,,,2020,Thomas Bryant,1.0,Thomas Bryant,C,22.0,WAS,46.0,1147.0,21.1,0.649,0.218,0.278,9.0,23.1,15.8,11.1,1.0,3.7,10.2,18.9,3.1,0.8,3.9,0.164,2.9,-0.7,2.2,1.2,bryanth01
,,,,2021,Thomas Bryant,1.0,Thomas Bryant,C,23.0,WAS,10.0,271.0,18.7,0.704,0.231,0.264,7.1,16.8,11.9,8.2,0.7,2.5,9.8,17.2,0.7,0.2,1.0,0.171,1.4,-0.6,0.9,0.2,bryanth01
,,,,2022,Thomas Bryant,1.0,Thomas Bryant,C,24.0,WAS,27.0,439.0,16.6,0.607,0.284,0.27,6.7,20.4,13.6,7.9,0.7,4.1,10.3,18.7,0.7,0.4,1.1,0.118,-0.4,-0.7,-1,0.1,bryanth01
,,,,2019,Thomas Welsh,1.0,Thomas Welsh,C,22.0,DEN,11.0,36.0,16.1,0.648,0.538,0.154,0.0,12.1,6.0,20.5,0.0,0.0,6.7,17.7,0.1,0.0,0.1,0.162,2.2,-1.1,1.2,0.0,welshth01
,,,,2019,Thon Maker,3.0,Thon Maker,C-PF,21.0,TOT,64.0,972.0,11.3,0.53,0.571,0.313,4.5,17.4,11.0,6.3,1.0,4.4,9.8,14.8,0.5,1.5,2.0,0.099,-2.2,1,-1.2,0.2,makerth01
,,,,2019,Thon Maker,3.0,Thon Maker,C,21.0,MIL,35.0,409.0,12.9,0.546,0.582,0.276,4.5,18.5,11.9,5.8,1.1,3.7,5.7,16.3,0.4,0.7,1.1,0.132,-1.3,1.3,0,0.2,makerth01
,,,,2019,Thon Maker,3.0,Thon Maker,PF,21.0,DET,29.0,563.0,10.2,0.514,0.56,0.351,4.5,16.5,10.3,6.7,1.0,5.0,13.4,13.7,0.1,0.8,0.9,0.075,-2.9,0.8,-2.1,0.0,makerth01
,,,,2020,Thon Maker,1.0,Thon Maker,C,22.0,DET,60.0,776.0,13.7,0.582,0.332,0.57,7.8,16.7,12.2,8.0,1.6,4.2,15.7,16.1,0.7,0.8,1.5,0.096,-2.1,0.7,-1.4,0.1,makerth01
,,,,2021,Thon Maker,1.0,Thon Maker,C,23.0,CLE,8.0,76.0,18.6,0.657,0.111,0.611,11.5,15.1,13.3,7.9,1.3,4.7,11.6,14.8,0.2,0.1,0.3,0.174,-0.3,1.1,0.7,0.1,makerth01
,,,,2021,Théo Maledon,1.0,Théo Maledon,PG,19.0,OKC,65.0,1778.0,8.2,0.489,0.51,0.22,1.4,11.0,6.2,18.8,1.5,0.5,17.3,19.4,-1.9,1.1,-0.8,-0.021,-4.0,-1,-5,-1.3,maledth01
,,,,2022,Théo Maledon,1.0,Théo Maledon,PG,20.0,OKC,51.0,908.0,10.6,0.5,0.473,0.315,2.2,12.8,7.4,18.5,1.7,1.1,15.3,20.3,-0.5,0.8,0.3,0.015,-3.7,-0.7,-4.4,-0.6,maledth01
,,,,2019,Tim Frazier,1.0,Tim Frazier,PG,28.0,TOT,59.0,1120.0,11.7,0.544,0.387,0.207,3.9,11.5,7.7,27.6,1.2,0.4,21.1,13.3,1.3,0.7,2.0,0.084,-1.4,-0.4,-1.8,0.1,fraziti01
,,,,2020,Tim Frazier,1.0,Tim Frazier,PG,29.0,DET,27.0,355.0,9.8,0.464,0.319,0.255,2.8,7.8,5.3,36.5,1.9,0.9,25.6,17.3,-0.1,0.2,0.1,0.016,-3.0,-1.6,-4.6,-0.2,fraziti01
,,,,2021,Tim Frazier,1.0,Tim Frazier,PG,30.0,MEM,5.0,62.0,-0.5,0.177,0.4,0.3,0.0,13.8,6.8,30.8,1.5,1.5,15.0,18.1,-0.3,0.1,-0.2,-0.169,-10.7,-1.2,-11.9,-0.2,fraziti01
,,,,2022,Tim Frazier,1.0,Tim Frazier,PG,31.0,TOT,12.0,208.0,3.3,0.398,0.378,0.2,2.5,7.1,4.8,22.5,0.7,0.4,23.5,13.3,-0.3,0.1,-0.2,-0.046,-6.8,-1.8,-8.6,-0.3,fraziti01
,,,,2019,Tim Hardaway Jr.,1.0,Tim Hardaway Jr.,SG,26.0,TOT,65.0,2057.0,13.6,0.527,0.48,0.278,1.7,9.8,5.7,12.8,1.3,0.3,8.6,25.4,1.0,0.9,1.8,0.043,-0.1,-2,-2,0.0,hardati02
,,,,2020,Tim Hardaway Jr.,1.0,Tim Hardaway Jr.,SG,27.0,DAL,71.0,2091.0,14.5,0.581,0.58,0.206,1.3,10.2,5.8,9.7,0.9,0.2,6.7,21.1,3.4,1.1,4.4,0.102,1.2,-1.4,-0.1,1.0,hardati02
,,,,2021,Tim Hardaway Jr.,1.0,Tim Hardaway Jr.,SG,28.0,DAL,70.0,1985.0,15.7,0.589,0.581,0.191,1.1,11.5,6.4,9.8,0.8,0.5,6.1,23.4,3.2,1.2,4.3,0.105,2.0,-1.7,0.4,1.2,hardati02
,,,,2022,Tim Hardaway Jr.,1.0,Tim Hardaway Jr.,SG,29.0,DAL,42.0,1245.0,12.7,0.52,0.574,0.194,1.2,12.8,7.0,11.4,1.5,0.4,5.6,22.0,0.5,1.5,2.0,0.077,-0.4,0.2,-0.2,0.6,hardati02
,,,,2019,Timothé Luwawu-Cabarrot,1.0,Timothé Luwawu-Cabarrot,SF,23.0,TOT,50.0,669.0,8.0,0.489,0.532,0.188,1.7,14.1,7.8,5.5,1.4,1.0,8.2,16.6,-0.3,0.5,0.2,0.015,-4.1,-1.1,-5.2,-0.5,luwawti01
,,,,2020,Timothé Luwawu-Cabarrot,1.0,Timothé Luwawu-Cabarrot,SF,24.0,BRK,47.0,853.0,11.0,0.599,0.595,0.301,3.6,11.6,7.7,4.9,1.0,0.7,10.8,16.8,0.9,0.7,1.7,0.095,-1.8,-0.5,-2.2,-0.1,luwawti01
,,,,2021,Timothé Luwawu-Cabarrot,1.0,Timothé Luwawu-Cabarrot,SF,25.0,BRK,58.0,1050.0,7.8,0.493,0.671,0.121,3.1,10.1,6.8,8.6,1.5,0.5,10.3,17.4,-0.3,0.7,0.3,0.015,-3.2,-1.2,-4.4,-0.6,luwawti01
,,,,2022,Timothé Luwawu-Cabarrot,1.0,Timothé Luwawu-Cabarrot,SF,26.0,ATL,52.0,685.0,9.3,0.556,0.656,0.22,2.7,10.3,6.6,7.7,1.3,0.8,8.9,14.3,0.6,0.3,0.9,0.061,-2.3,-1,-3.3,-0.2,luwawti01
,,,,2019,Tobias Harris,1.0,Tobias Harris,PF,26.0,TOT,82.0,2847.0,17.2,0.592,0.313,0.245,2.6,20.8,12.0,12.5,0.8,1.0,9.8,22.8,4.5,2.6,7.1,0.12,2.1,-0.5,1.6,2.6,harrito02
,,,,2020,Tobias Harris,1.0,Tobias Harris,PF,27.0,PHI,72.0,2469.0,17.2,0.556,0.304,0.184,3.1,19.1,11.1,14.6,1.0,1.4,7.6,23.9,3.5,2.7,6.2,0.121,1.3,-0.5,0.8,1.8,harrito02
,,,,2021,Tobias Harris,1.0,Tobias Harris,PF,28.0,PHI,62.0,2014.0,20.0,0.597,0.225,0.221,3.5,19.2,11.4,17.6,1.3,2.3,9.5,23.9,4.1,3.1,7.1,0.17,2.9,0.8,3.7,2.9,harrito02
,,,,2022,Tobias Harris,1.0,Tobias Harris,PF,29.0,PHI,73.0,2543.0,15.9,0.566,0.269,0.198,3.4,18.1,10.9,15.9,0.9,1.5,9.5,21.7,3.0,2.6,5.6,0.105,0.6,-0.6,0,1.3,harrito02
,,,,2019,Tomáš Satoranský,1.0,Tomáš Satoranský,PG,27.0,WAS,80.0,2164.0,14.1,0.59,0.306,0.302,4.0,10.0,7.0,24.6,1.8,0.5,16.7,14.1,3.8,0.9,4.7,0.104,-0.4,-0.3,-0.7,0.7,satorto01
,,,,2020,Tomáš Satoranský,1.0,Tomáš Satoranský,SG,28.0,CHI,65.0,1878.0,13.5,0.533,0.361,0.22,4.3,11.0,7.5,27.1,2.1,0.4,17.7,16.7,1.8,1.7,3.5,0.09,-1.1,-0.2,-1.2,0.4,satorto01
,,,,2021,Tomáš Satoranský,1.0,Tomáš Satoranský,SG,29.0,CHI,58.0,1307.0,13.8,0.614,0.359,0.24,2.6,9.4,6.0,27.9,1.5,0.9,20.9,15.2,1.9,1.1,3.1,0.113,-0.6,0.1,-0.5,0.5,satorto01
,,,,2022,Tomáš Satoranský,1.0,Tomáš Satoranský,SG-PG-SF,30.0,TOT,55.0,906.0,10.2,0.461,0.277,0.283,3.3,12.1,7.7,27.0,1.6,0.5,17.6,12.6,0.5,0.6,1.0,0.056,-3.3,-0.3,-3.7,-0.4,satorto01
,,,,2019,Tony Bradley,1.0,Tony Bradley,C,21.0,UTA,3.0,36.0,19.6,0.504,0.0,0.125,27.6,17.7,22.6,4.5,2.7,4.4,15.1,23.6,0.0,0.1,0.1,0.13,-3.6,-2.4,-6,0.0,bradlto01
,,,,2020,Tony Bradley,1.0,Tony Bradley,C,22.0,UTA,58.0,663.0,21.7,0.681,0.016,0.243,19.1,25.0,22.2,5.4,1.0,4.1,12.5,15.8,2.2,1.1,3.3,0.236,1.0,0.3,1.3,0.6,bradlto01
,,,,2021,Tony Bradley,1.0,Tony Bradley,C,23.0,TOT,42.0,684.0,20.7,0.678,0.015,0.279,13.3,24.0,18.6,8.5,1.0,3.9,13.0,15.8,1.8,1.0,2.7,0.192,1.2,0.1,1.3,0.6,bradlto01
,,,,2022,Tony Bradley,1.0,Tony Bradley,C,24.0,CHI,55.0,549.0,14.9,0.6,0.0,0.236,13.8,24.3,19.1,6.7,0.9,5.2,20.0,13.6,0.6,0.7,1.3,0.112,-2.0,0.2,-1.8,0.0,bradlto01
,,,,2019,Tony Parker,1.0,Tony Parker,PG,36.0,CHO,56.0,1003.0,15.3,0.512,0.11,0.268,1.5,7.6,4.5,33.3,1.0,0.6,12.7,25.5,0.6,0.3,0.9,0.044,-0.3,-2.3,-2.6,-0.1,parketo01
,,,,2019,Tony Snell,1.0,Tony Snell,SF,27.0,MIL,74.0,1304.0,10.7,0.585,0.565,0.116,2.4,9.4,6.1,6.7,0.9,1.2,5.7,12.9,1.6,1.6,3.2,0.117,-1.0,0.3,-0.7,0.4,snellto01
,,,,2020,Tony Snell,1.0,Tony Snell,SF,28.0,DET,59.0,1641.0,9.7,0.598,0.665,0.084,0.6,7.1,3.8,10.9,1.0,0.8,7.3,11.4,2.1,0.5,2.6,0.076,-1.2,-0.6,-1.8,0.1,snellto01
,,,,2021,Tony Snell,1.0,Tony Snell,SG,29.0,ATL,47.0,992.0,9.5,0.708,0.637,0.064,2.0,10.2,6.2,7.9,0.6,1.0,10.7,8.6,1.6,0.5,2.0,0.099,-0.4,-0.1,-0.5,0.4,snellto01
,,,,2022,Tony Snell,1.0,Tony Snell,SG,30.0,TOT,53.0,823.0,6.3,0.541,0.749,0.023,2.1,12.0,6.9,4.7,1.0,1.1,9.9,10.1,0.2,0.2,0.4,0.023,-3.4,-0.8,-4.2,-0.5,snellto01
,,,,2019,Torrey Craig,1.0,Torrey Craig,SF,28.0,DEN,75.0,1503.0,10.4,0.547,0.519,0.193,6.4,12.6,9.5,6.3,1.2,2.7,10.1,12.4,1.4,1.7,3.0,0.096,-2.0,0.2,-1.9,0.0,craigto01
,,,,2020,Torrey Craig,1.0,Torrey Craig,SF,29.0,DEN,58.0,1072.0,10.8,0.553,0.513,0.134,6.6,13.2,9.9,5.9,1.1,3.1,8.1,12.6,1.1,0.9,2.0,0.091,-2.0,-0.3,-2.3,-0.1,craigto01
,,,,2021,Torrey Craig,1.0,Torrey Craig,SF,30.0,TOT,50.0,803.0,14.2,0.579,0.467,0.097,8.1,19.1,13.7,7.9,1.7,2.9,9.6,14.3,1.1,1.1,2.2,0.133,-0.3,0.7,0.4,0.5,craigto01
,,,,2022,Torrey Craig,1.0,Torrey Craig,SF,31.0,TOT,78.0,1596.0,11.0,0.556,0.531,0.118,5.9,15.4,10.7,7.6,1.4,2.0,12.6,14.3,0.9,1.4,2.3,0.07,-1.7,-0.1,-1.8,0.1,craigto01
,,,,2019,Trae Young,1.0,Trae Young,PG,20.0,ATL,81.0,2503.0,17.0,0.539,0.384,0.33,2.6,10.2,6.3,40.5,1.3,0.5,17.6,28.4,2.5,0.7,3.3,0.062,2.3,-2.8,-0.6,0.9,youngtr01
,,,,2020,Trae Young,1.0,Trae Young,PG,21.0,ATL,60.0,2120.0,23.9,0.595,0.455,0.448,1.6,11.5,6.5,45.6,1.4,0.3,16.2,34.9,5.3,0.6,5.9,0.133,6.2,-2.3,3.9,3.1,youngtr01
,,,,2021,Trae Young,1.0,Trae Young,PG,22.0,ATL,63.0,2125.0,23.0,0.589,0.357,0.491,2.0,10.5,6.3,45.5,1.2,0.5,16.2,33.0,5.9,1.3,7.2,0.163,5.3,-1.7,3.7,3.0,youngtr01
,,,,2022,Trae Young,1.0,Trae Young,PG,23.0,ATL,76.0,2652.0,25.4,0.603,0.395,0.358,2.1,9.6,5.9,46.7,1.3,0.2,14.5,34.4,9.0,1.0,10.0,0.181,7.1,-2,5.2,4.8,youngtr01
,,,,2022,Trayvon Palmer,1.0,Trayvon Palmer,SG,27.0,DET,1.0,17.0,-5.7,0.0,0.0,0.0,0.0,13.4,6.4,0.0,0.0,0.0,50.0,5.0,-0.1,0.0,0.0,-0.133,-13.1,-1.8,-15,-0.1,palmetr01
,,,,2021,Tre Jones,1.0,Tre Jones,PG,21.0,SAS,37.0,269.0,12.1,0.544,0.064,0.244,3.1,5.2,4.2,20.0,1.4,0.0,13.1,16.1,0.2,0.1,0.4,0.066,-2.2,-1.3,-3.5,-0.1,jonestr01
