Unnamed: 0,PLAYER,Unnamed: 2,Real Salary,Year,New Player Name,Count Records,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Player-additional
,,,,2022,Anthony Lamb,1.0,Anthony Lamb,SF,24.0,SAS,2.0,8.0,-0.5,0.0,1.0,0.0,0.0,13.2,6.6,27.9,0.0,0.0,0.0,10.6,0.0,0.0,0.0,-0.138,-6.2,-1.8,-8,0.0,lamban01
,,,,2019,Anthony Tolliver,1.0,Anthony Tolliver,PF,33.0,MIN,65.0,1079.0,8.6,0.571,0.83,0.232,1.5,16.2,8.8,5.5,0.8,1.7,11.2,12.5,0.6,0.5,1.2,0.052,-1.7,-0.7,-2.4,-0.1,tollian01
,,,,2020,Anthony Tolliver,1.0,Anthony Tolliver,PF,34.0,TOT,55.0,872.0,7.0,0.513,0.797,0.159,4.1,14.3,9.3,6.0,1.0,1.1,14.9,11.1,0.0,0.4,0.5,0.026,-2.7,-0.5,-3.2,-0.3,tollian01
,,,,2021,Anthony Tolliver,1.0,Anthony Tolliver,PF,35.0,PHI,11.0,99.0,4.0,0.433,0.824,0.353,3.4,7.6,5.6,2.5,1.5,1.8,13.3,9.8,-0.1,0.1,0.1,0.025,-5.6,-1.5,-7,-0.1,tollian01
,,,,2019,Antonio Blakeney,1.0,Antonio Blakeney,SG,22.0,CHI,57.0,829.0,10.6,0.487,0.23,0.192,0.9,13.1,6.9,8.2,0.7,0.9,7.5,24.5,-0.8,0.3,-0.5,-0.03,-2.4,-2.7,-5.2,-0.7,blakean01
,,,,2020,Antonius Cleveland,1.0,Antonius Cleveland,SG,25.0,DAL,11.0,46.0,2.5,0.34,0.214,0.357,4.6,11.3,8.0,2.8,1.1,5.6,11.0,16.9,-0.1,0.0,-0.1,-0.076,-9.0,-1,-10.1,-0.1,clevean01
,,,,2020,Anžejs Pasečņiks,1.0,Anžejs Pasečņiks,C,24.0,WAS,27.0,437.0,11.3,0.551,0.026,0.5,10.1,16.9,13.4,5.7,1.0,2.4,14.5,15.8,0.3,0.2,0.5,0.054,-4.1,-1.5,-5.6,-0.4,pasecan01
,,,,2021,Anžejs Pasečņiks,1.0,Anžejs Pasečņiks,C,25.0,WAS,1.0,6.0,-40.6,0.0,1.0,0.0,17.7,0.0,8.8,18.7,0.0,0.0,83.3,41.4,-0.1,0.0,-0.1,-1.113,-40.7,-5.9,-46.6,-0.1,pasecan01
,,,,2021,Armoni Brooks,1.0,Armoni Brooks,SG,22.0,HOU,20.0,520.0,10.4,0.565,0.818,0.063,2.0,12.4,7.0,8.7,1.1,0.9,10.0,17.9,0.1,0.2,0.3,0.03,-1.1,-2.1,-3.2,-0.2,brookar01
,,,,2022,Armoni Brooks,1.0,Armoni Brooks,SG-PG,23.0,TOT,54.0,844.0,8.4,0.483,0.862,0.073,2.5,10.9,6.7,10.4,1.6,1.2,8.3,16.4,-0.1,0.4,0.2,0.014,-2.6,-1.3,-3.9,-0.4,brookar01
,,,,2022,Arnoldas Kulboka,1.0,Arnoldas Kulboka,SF,24.0,CHO,2.0,5.0,-10.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,-0.217,-14.7,-7.1,-21.8,0.0,kulboar01
,,,,2019,Aron Baynes,1.0,Aron Baynes,C,32.0,BOS,51.0,821.0,14.0,0.567,0.274,0.278,11.4,19.8,15.6,9.3,0.7,3.7,13.8,15.2,1.3,1.1,2.4,0.139,-1.8,0.3,-1.5,0.1,baynear01
,,,,2020,Aron Baynes,1.0,Aron Baynes,C,33.0,PHO,42.0,934.0,15.2,0.581,0.441,0.197,8.3,20.0,14.1,10.9,0.5,2.1,10.8,21.1,1.3,0.8,2.1,0.107,-0.2,-0.8,-1,0.2,baynear01
,,,,2021,Aron Baynes,1.0,Aron Baynes,C,34.0,TOR,53.0,980.0,10.5,0.503,0.339,0.135,9.4,21.7,15.3,7.0,0.8,2.3,12.5,16.2,0.1,0.9,1.0,0.049,-3.4,-1.1,-4.5,-0.6,baynear01
,,,,2021,Ashton Hagans,1.0,Ashton Hagans,PG,21.0,MIN,2.0,4.0,-12.4,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,10.5,0.0,0.0,0.0,-0.353,-13.7,-7.4,-21.1,0,haganas01,,
,,,,2022,Austin Reaves,1.0,Austin Reaves,SG,23.0,LAL,61.0,1418.0,11.5,0.6,0.525,0.371,3.4,11.2,7.3,10.3,1.0,1.3,9.8,12.4,2.1,0.8,2.9,0.097,-1.3,-0.6,-1.9,0.0,reaveau01
,,,,2019,Austin Rivers,1.0,Austin Rivers,SG,26.0,TOT,76.0,2028.0,7.7,0.503,0.572,0.166,1.3,7.5,4.4,11.5,1.1,1.0,10.0,14.5,0.4,0.8,1.2,0.028,-3.3,-1,-4.3,-1.1,riverau01
,,,,2020,Austin Rivers,1.0,Austin Rivers,SG,27.0,HOU,68.0,1594.0,10.4,0.542,0.539,0.222,1.8,9.8,5.8,10.0,1.4,0.5,8.3,15.6,1.2,1.2,2.4,0.072,-2.1,-0.4,-2.5,-0.2,riverau01
,,,,2021,Austin Rivers,1.0,Austin Rivers,SG,28.0,TOT,36.0,845.0,9.9,0.551,0.608,0.127,1.1,9.6,5.4,13.2,1.8,0.2,12.2,15.4,0.4,0.9,1.3,0.072,-2.2,0.3,-1.9,0.0,riverau01
,,,,2022,Austin Rivers,1.0,Austin Rivers,SG,29.0,DEN,67.0,1480.0,7.2,0.546,0.66,0.126,1.5,6.9,4.3,8.0,1.7,0.4,12.8,12.6,0.1,1.1,1.2,0.037,-3.5,-0.3,-3.8,-0.7,riverau01
,,,,2019,Avery Bradley,1.0,Avery Bradley,SG,28.0,TOT,63.0,1905.0,7.6,0.496,0.403,0.082,2.5,7.3,4.9,11.8,1.0,0.7,12.4,16.2,-0.6,1.0,0.3,0.009,-2.8,-0.9,-3.7,-0.8,bradlav01
,,,,2020,Avery Bradley,1.0,Avery Bradley,SG,29.0,LAL,49.0,1186.0,8.9,0.537,0.452,0.063,1.7,8.9,5.3,7.2,1.7,0.4,10.7,15.7,0.2,1.4,1.5,0.062,-3.0,0.5,-2.5,-0.2,bradlav01
,,,,2021,Avery Bradley,1.0,Avery Bradley,SG,30.0,TOT,27.0,602.0,6.3,0.487,0.591,0.088,1.4,9.1,5.2,10.8,1.7,0.5,13.6,14.9,-0.5,0.4,-0.1,-0.008,-4.9,-0.5,-5.4,-0.5,bradlav01
,,,,2022,Avery Bradley,1.0,Avery Bradley,SG,31.0,LAL,62.0,1406.0,7.8,0.55,0.6,0.051,2.4,8.0,5.2,4.5,1.8,0.6,9.6,12.1,0.3,0.9,1.2,0.04,-3.5,-0.1,-3.6,-0.6,bradlav01
,,,,2021,Axel Toupane,1.0,Axel Toupane,SF,28.0,MIL,8.0,61.0,9.0,0.497,0.182,0.636,0.0,10.0,5.2,7.6,1.5,4.4,0.0,9.7,0.1,0.1,0.1,0.097,-4.1,1.1,-3,0.0,toupaax01
,,,,2022,Ayo Dosunmu,1.0,Ayo Dosunmu,SG,22.0,CHI,77.0,2110.0,11.2,0.596,0.348,0.146,1.4,9.9,5.7,16.5,1.4,1.2,15.9,14.1,1.7,1.3,3.0,0.069,-1.9,-0.1,-2,0.0,dosunay01
,,,,2019,B.J. Johnson,1.0,B.J. Johnson,SF,23.0,TOT,7.0,49.0,12.8,0.609,0.389,0.111,4.2,13.2,8.6,0.0,1.9,0.0,9.6,17.4,0.0,0.0,0.1,0.066,-2.3,-2,-4.3,0.0,johnsbj01
,,,,2020,B.J. Johnson,1.0,B.J. Johnson,SF,24.0,ORL,10.0,83.0,5.4,0.412,0.281,0.313,3.8,16.1,9.7,5.1,1.8,0.0,14.2,22.1,-0.2,0.1,-0.1,-0.074,-5.8,-3.2,-9,-0.1,johnsbj01
,,,,2022,B.J. Johnson,1.0,B.J. Johnson,SF,26.0,ORL,4.0,65.0,12.1,0.52,0.4,0.0,9.7,14.7,12.2,0.0,0.0,1.4,0.0,16.7,0.1,0.0,0.1,0.065,-0.7,-3.9,-4.7,0.0,johnsbj01
,,,,2019,Bam Adebayo,1.0,Bam Adebayo,C,21.0,MIA,82.0,1913.0,17.9,0.623,0.031,0.465,9.2,24.0,16.6,14.2,1.8,3.0,17.1,15.8,3.4,3.4,6.8,0.171,-0.4,2.2,1.8,1.8,adebaba01
,,,,2020,Bam Adebayo,1.0,Bam Adebayo,PF,22.0,MIA,72.0,2417.0,20.3,0.598,0.018,0.484,8.5,24.9,17.0,24.2,1.7,3.8,17.6,21.2,4.6,3.9,8.5,0.168,1.4,2,3.4,3.3,adebaba01
,,,,2021,Bam Adebayo,1.0,Bam Adebayo,C,23.0,MIA,64.0,2143.0,22.7,0.626,0.01,0.443,7.7,22.6,15.3,26.9,1.7,3.2,15.0,23.7,5.6,3.2,8.8,0.197,2.9,2,4.9,3.7,adebaba01
,,,,2022,Bam Adebayo,1.0,Bam Adebayo,C,24.0,MIA,56.0,1825.0,21.8,0.608,0.008,0.466,8.7,26.1,17.5,17.5,2.2,2.6,14.4,25.0,3.6,3.5,7.2,0.188,1.7,2.1,3.8,2.7,adebaba01
,,,,2019,Ben McLemore,1.0,Ben McLemore,SG,25.0,SAC,19.0,158.0,10.5,0.541,0.641,0.188,1.9,9.4,5.5,3.4,1.8,1.6,6.7,19.4,0.1,0.1,0.2,0.055,-2.1,-1.4,-3.5,-0.1,mclembe01
,,,,2020,Ben McLemore,1.0,Ben McLemore,SF,26.0,HOU,71.0,1619.0,11.8,0.622,0.829,0.123,1.3,8.9,5.1,5.2,1.3,0.8,8.0,16.0,2.2,1.1,3.3,0.099,0.1,-0.6,-0.5,0.6,mclembe01
,,,,2021,Ben McLemore,1.0,Ben McLemore,SG,27.0,TOT,53.0,905.0,8.5,0.523,0.767,0.145,1.7,10.5,6.0,6.4,1.2,0.9,9.8,20.4,-0.5,0.7,0.2,0.013,-2.7,-1.2,-3.9,-0.4,mclembe01
,,,,2022,Ben McLemore,1.0,Ben McLemore,SG,28.0,POR,64.0,1285.0,11.7,0.567,0.774,0.163,1.0,8.1,4.4,7.3,1.4,0.8,8.7,21.3,0.7,0.2,0.8,0.031,-0.7,-2.5,-3.2,-0.4,mclembe01
,,,,2019,Ben Simmons,1.0,Ben Simmons,PG,22.0,PHI,79.0,2700.0,20.0,0.582,0.006,0.446,6.9,20.0,13.7,34.2,2.0,1.8,19.3,22.1,4.6,3.6,8.2,0.146,2.2,1.3,3.6,3.8,simmobe01
,,,,2020,Ben Simmons,1.0,Ben Simmons,PG,23.0,PHI,57.0,2017.0,20.4,0.602,0.011,0.461,6.2,18.2,12.2,33.8,2.9,1.4,20.4,20.9,3.8,3.1,6.9,0.165,1.3,2.3,3.6,2.8,simmobe01
,,,,2021,Ben Simmons,1.0,Ben Simmons,PG,24.0,PHI,58.0,1877.0,18.3,0.584,0.017,0.492,5.6,18.7,12.2,31.3,2.4,1.7,19.6,20.2,2.7,3.3,6.0,0.153,0.7,2.2,2.9,2.3,simmobe01
,,,,2019,Billy Garrett,1.0,Billy Garrett,SG,24.0,NYK,4.0,63.0,9.8,0.452,0.296,0.148,0.0,5.1,2.5,18.0,0.8,1.3,6.5,20.9,0.0,0.0,0.0,-0.019,-3.9,-1.7,-5.5,-0.1,garrebi01
,,,,2019,Bismack Biyombo,1.0,Bismack Biyombo,C,26.0,CHO,54.0,783.0,14.4,0.602,0.0,0.583,11.0,23.3,17.0,5.9,0.7,4.6,14.8,12.7,1.2,0.8,2.0,0.125,-2.4,0,-2.5,-0.1,biyombi01
,,,,2020,Bismack Biyombo,1.0,Bismack Biyombo,C,27.0,CHO,53.0,1029.0,16.1,0.57,0.0,0.543,12.3,20.7,16.3,7.8,0.5,4.4,12.2,16.8,1.5,0.9,2.4,0.113,-1.8,-0.7,-2.5,-0.1,biyombi01
,,,,2021,Bismack Biyombo,1.0,Bismack Biyombo,C,28.0,CHO,66.0,1349.0,11.7,0.574,0.004,0.434,10.8,17.1,13.9,8.3,0.6,5.4,19.8,11.5,0.9,1.4,2.3,0.081,-3.4,0.4,-3,-0.4,biyombi01
,,,,2022,Bismack Biyombo,1.0,Bismack Biyombo,C,29.0,PHO,36.0,506.0,17.3,0.596,0.0,0.49,13.7,21.5,17.7,6.2,1.1,4.6,12.4,17.1,0.9,0.9,1.8,0.17,-1.7,0.4,-1.3,0.1,biyombi01
,,,,2019,Blake Griffin,1.0,Blake Griffin,PF,29.0,DET,75.0,2622.0,21.0,0.581,0.389,0.41,4.0,20.1,11.8,27.1,1.0,0.9,13.8,30.2,5.1,2.9,8.0,0.147,4.9,0.2,5.1,4.7,griffbl01
,,,,2020,Blake Griffin,1.0,Blake Griffin,PF,30.0,DET,18.0,512.0,11.9,0.476,0.444,0.392,3.7,15.0,9.3,18.0,0.7,1.1,12.0,28.4,-0.4,0.3,-0.1,-0.012,-1.7,-2.6,-4.3,-0.3,griffbl01
,,,,2021,Blake Griffin,1.0,Blake Griffin,PF,31.0,TOT,46.0,1186.0,12.9,0.546,0.499,0.285,3.4,17.4,10.5,17.0,1.3,1.1,11.8,19.3,0.9,1.1,2.0,0.081,-0.8,0,-0.8,0.3,griffbl01
,,,,2022,Blake Griffin,1.0,Blake Griffin,C,32.0,BRK,56.0,958.0,13.7,0.518,0.463,0.243,7.0,18.6,13.0,15.0,1.4,1.3,8.2,16.9,1.2,0.9,2.1,0.106,-0.6,0.1,-0.5,0.3,griffbl01
,,,,2019,Boban Marjanović,1.0,Boban Marjanović,C,30.0,TOT,58.0,681.0,24.2,0.664,0.038,0.504,14.0,26.9,20.6,12.8,1.1,3.1,15.7,23.3,2.1,0.9,3.0,0.212,2.8,0.3,3.2,0.9,marjabo01
,,,,2020,Boban Marjanović,1.0,Boban Marjanović,C,31.0,DAL,44.0,422.0,25.7,0.612,0.081,0.27,16.6,32.1,24.5,8.3,0.9,2.0,11.3,26.9,1.2,0.6,1.8,0.2,2.8,-1.6,1.2,0.3,marjabo01
,,,,2021,Boban Marjanović,1.0,Boban Marjanović,C,32.0,DAL,33.0,271.0,22.6,0.562,0.066,0.311,19.3,32.7,26.0,5.9,0.4,2.1,8.0,24.6,0.7,0.3,1.0,0.183,1.9,-2.6,-0.8,0.1,marjabo01
,,,,2022,Boban Marjanović,1.0,Boban Marjanović,C,33.0,DAL,23.0,128.0,18.5,0.615,0.057,0.314,6.9,27.0,16.9,4.8,0.0,2.1,15.8,33.3,-0.1,0.2,0.1,0.045,-3.2,-1.2,-4.4,-0.1,marjabo01
,,,,2019,Bobby Portis,1.0,Bobby Portis,PF,23.0,TOT,50.0,1299.0,16.1,0.529,0.304,0.154,9.0,24.9,16.8,8.8,1.3,1.3,9.9,24.6,0.5,1.1,1.6,0.06,-0.2,-2.3,-2.4,-0.1,portibo01
,,,,2020,Bobby Portis,1.0,Bobby Portis,PF,24.0,NYK,66.0,1393.0,14.6,0.53,0.317,0.158,6.0,20.4,12.9,11.1,1.1,1.2,10.4,21.4,0.9,1.0,1.9,0.064,0.0,-1.1,-1.1,0.3,portibo01
,,,,2021,Bobby Portis,1.0,Bobby Portis,C,25.0,MIL,66.0,1372.0,19.9,0.598,0.263,0.122,9.9,25.3,17.9,7.4,1.8,1.7,8.2,20.9,2.8,2.0,4.8,0.167,1.8,-0.4,1.5,1.2,portibo01
,,,,2022,Bobby Portis,1.0,Bobby Portis,C,26.0,MIL,72.0,2028.0,17.7,0.571,0.388,0.13,9.6,24.4,17.2,6.4,1.3,2.4,8.9,21.3,2.9,2.6,5.5,0.131,1.2,-1,0.2,1.1,portibo01
,,,,2019,,0.0,Bogdan Bogdanović,SG,26.0,SAC,70.0,1947.0,14.1,0.53,0.431,0.188,2.1,11.0,6.4,19.3,1.7,0.7,11.1,22.3,1.3,1.4,2.7,0.067,-0.1,-0.6,-0.6,0.7,bogdabo01
,,,,2020,,0.0,Bogdan Bogdanović,SG,27.0,SAC,61.0,1766.0,15.2,0.565,0.576,0.151,1.6,11.8,6.6,18.0,1.8,0.8,11.1,22.6,1.8,1.3,3.1,0.084,1.2,-0.5,0.6,1.2,bogdabo01
,,,,2021,,0.0,Bogdan Bogdanović,SG,28.0,ATL,44.0,1305.0,17.6,0.616,0.589,0.078,1.7,11.5,6.7,17.6,1.8,0.9,8.5,21.3,2.8,1.1,3.9,0.142,3.3,0.3,3.6,1.8,bogdabo01
,,,,2022,,0.0,Bogdan Bogdanović,SG,29.0,ATL,63.0,1848.0,15.4,0.562,0.578,0.145,1.7,13.0,7.4,15.5,1.8,0.7,7.7,21.6,2.5,1.2,3.7,0.095,1.5,-0.2,1.3,1.5,bogdabo01
,,,,2019,,0.0,Bojan Bogdanović,SF,29.0,IND,81.0,2573.0,16.1,0.613,0.367,0.29,1.5,12.7,7.2,9.5,1.3,0.0,10.2,22.4,3.9,2.8,6.8,0.126,1.3,-0.6,0.7,1.7,bogdabo02
,,,,2020,,0.0,Bojan Bogdanović,SF,30.0,UTA,63.0,2083.0,15.6,0.603,0.489,0.296,2.1,11.2,6.8,10.0,0.8,0.3,13.1,25.5,2.6,1.6,4.2,0.096,1.6,-1.5,0.1,1.1,bogdabo02
,,,,2021,,0.0,Bojan Bogdanović,SF,31.0,UTA,72.0,2216.0,14.0,0.588,0.498,0.286,2.0,11.1,6.7,9.1,1.0,0.1,10.9,22.8,2.7,2.5,5.2,0.113,0.2,-0.7,-0.4,0.9,bogdabo02
,,,,2022,,0.0,Bojan Bogdanović,PF,32.0,UTA,69.0,2131.0,15.7,0.599,0.504,0.28,3.1,11.8,7.6,8.7,0.8,0.0,10.2,23.7,3.6,1.6,5.2,0.118,1.6,-1.6,0,1.1,bogdabo02
,,,,2020,Bol Bol,1.0,Bol Bol,PF,20.0,DEN,7.0,87.0,14.4,0.617,0.321,0.357,6.4,18.0,12.2,9.8,1.1,6.4,23.6,21.2,0.0,0.1,0.1,0.063,-2.3,-0.7,-3,0.0,bolbo01
,,,,2021,Bol Bol,1.0,Bol Bol,PF,21.0,DEN,32.0,160.0,9.4,0.534,0.414,0.259,0.0,16.9,8.5,6.0,0.9,6.1,16.8,21.2,-0.2,0.2,0.0,-0.004,-3.8,-0.3,-4.1,-0.1,bolbo01
,,,,2022,Bol Bol,1.0,Bol Bol,PF,22.0,DEN,14.0,81.0,13.5,0.565,0.148,0.185,5.7,21.4,13.8,9.1,0.6,2.2,12.0,18.0,0.0,0.1,0.1,0.065,-0.5,-0.4,-1,0.0,bolbo01
,,,,2022,Bones Hyland,1.0,Bones Hyland,SG,21.0,DEN,69.0,1310.0,14.4,0.558,0.627,0.219,1.2,14.4,8.0,21.2,1.5,1.4,12.1,23.8,1.1,1.3,2.4,0.088,0.3,-0.7,-0.4,0.5,hylanbo01
,,,,2019,Bonzie Colson,1.0,Bonzie Colson,SF,23.0,MIL,8.0,98.0,12.9,0.454,0.538,0.231,8.8,21.5,15.5,4.0,2.4,0.9,6.5,19.6,0.0,0.2,0.2,0.085,-2.6,-0.8,-3.5,0.0,colsobo01
,,,,2019,Brad Wanamaker,1.0,Brad Wanamaker,PG,29.0,BOS,36.0,343.0,14.3,0.597,0.371,0.267,0.9,11.8,6.4,22.5,1.7,0.5,13.9,17.1,0.6,0.4,1.0,0.134,-1.3,0.7,-0.7,0.1,wanambr01
,,,,2020,Brad Wanamaker,1.0,Brad Wanamaker,PG,30.0,BOS,71.0,1369.0,12.8,0.577,0.282,0.376,1.7,9.4,5.6,17.8,2.2,0.9,15.3,15.5,1.8,1.8,3.5,0.124,-1.9,1.3,-0.6,0.5,wanambr01
,,,,2021,Brad Wanamaker,1.0,Brad Wanamaker,PG,31.0,TOT,61.0,1053.0,9.5,0.489,0.284,0.338,1.8,8.8,5.3,22.5,1.9,1.0,17.1,16.9,-0.2,1.0,0.9,0.039,-4.4,0.3,-4,-0.5,wanambr01
,,,,2022,Brad Wanamaker,1.0,Brad Wanamaker,PG,32.0,TOT,23.0,320.0,7.5,0.472,0.221,0.325,2.1,11.6,6.8,22.4,1.1,1.6,20.7,14.9,-0.1,0.1,0.0,0.004,-5.3,-0.5,-5.8,-0.3,wanambr01
,,,,2019,Bradley Beal,1.0,Bradley Beal,SG,25.0,WAS,82.0,3028.0,20.8,0.581,0.37,0.278,3.1,11.7,7.4,24.1,1.9,1.6,11.0,28.4,5.9,1.7,7.6,0.12,3.8,-0.8,2.9,3.7,bealbr01
,,,,2020,Bradley Beal,1.0,Bradley Beal,SG,26.0,WAS,57.0,2053.0,23.2,0.579,0.369,0.351,2.7,10.5,6.4,29.5,1.6,1.0,11.4,34.4,4.5,0.6,5.1,0.118,5.3,-2.4,2.9,2.5,bealbr01
,,,,2021,Bradley Beal,1.0,Bradley Beal,SG,27.0,WAS,60.0,2147.0,22.7,0.593,0.27,0.332,3.6,10.4,7.0,21.3,1.5,0.9,10.6,34.1,4.2,1.7,5.9,0.132,4.8,-1.4,3.4,2.9,bealbr01
,,,,2022,Bradley Beal,1.0,Bradley Beal,SG,28.0,WAS,40.0,1439.0,17.5,0.539,0.272,0.263,3.0,11.4,7.3,30.8,1.2,0.9,13.6,30.8,0.6,0.7,1.4,0.046,2.0,-1.2,0.8,1.0,bealbr01
,,,,2022,Brandon Boston Jr.,1.0,Brandon Boston Jr.,SG,20.0,LAC,51.0,760.0,11.2,0.481,0.342,0.222,2.4,12.7,7.7,10.1,1.7,1.5,8.0,22.4,-0.5,0.9,0.4,0.026,-3.0,-0.4,-3.3,-0.3,bostobr01
,,,,2020,Brandon Clarke,1.0,Brandon Clarke,PF,23.0,MEM,58.0,1300.0,20.9,0.663,0.134,0.234,7.6,20.1,14.0,9.5,1.1,3.2,9.4,18.7,3.4,1.6,5.0,0.183,2.4,0.7,3.1,1.7,clarkbr01
,,,,2021,Brandon Clarke,1.0,Brandon Clarke,PF,24.0,MEM,59.0,1415.0,17.3,0.56,0.156,0.228,7.2,17.5,12.3,9.5,2.0,3.2,5.7,17.2,2.2,2.0,4.2,0.142,0.4,1.2,1.5,1.3,clarkbr01
,,,,2022,Brandon Clarke,1.0,Brandon Clarke,PF,25.0,MEM,64.0,1246.0,23.7,0.66,0.049,0.291,11.1,17.8,14.4,10.3,1.5,4.9,6.3,17.7,4.4,1.9,6.3,0.241,3.1,1.1,4.2,2.0,clarkbr01
,,,,2019,Brandon Goodwin,1.0,Brandon Goodwin,PG,23.0,DEN,16.0,57.0,8.3,0.413,0.261,0.478,1.9,3.8,2.8,32.1,0.0,0.0,9.7,23.1,0.0,0.0,0.0,0.021,-4.7,-4.8,-9.5,-0.1,goodwbr01
,,,,2020,Brandon Goodwin,1.0,Brandon Goodwin,PG,24.0,ATL,34.0,430.0,11.6,0.507,0.458,0.158,2.7,15.5,9.0,18.0,1.3,0.8,12.5,22.4,-0.1,0.2,0.1,0.013,-1.6,-1.3,-2.9,-0.1,goodwbr01
,,,,2021,Brandon Goodwin,1.0,Brandon Goodwin,PG,25.0,ATL,47.0,620.0,9.2,0.471,0.462,0.193,1.4,10.6,6.1,21.6,1.3,0.0,13.0,19.5,-0.2,0.4,0.2,0.013,-2.5,-0.6,-3.1,-0.2,goodwbr01
,,,,2022,Brandon Goodwin,1.0,Brandon Goodwin,PG,26.0,CLE,36.0,502.0,11.8,0.501,0.357,0.247,3.1,11.4,7.4,26.0,2.5,0.2,17.4,18.2,0.1,0.7,0.7,0.069,-2.6,1.1,-1.6,0.1,goodwbr01
,,,,2019,Brandon Ingram,1.0,Brandon Ingram,SF,21.0,LAL,52.0,1760.0,13.4,0.555,0.129,0.396,2.5,13.0,7.8,12.9,0.7,1.4,13.1,23.2,0.6,1.4,2.0,0.055,-1.3,-0.7,-2,0.0,ingrabr01
,,,,2020,Brandon Ingram,1.0,Brandon Ingram,PF,22.0,NOP,62.0,2104.0,18.8,0.587,0.35,0.336,2.6,16.6,9.6,19.3,1.3,1.5,13.1,28.1,3.3,1.8,5.1,0.115,2.5,-0.4,2.1,2.2,ingrabr01
,,,,2021,Brandon Ingram,1.0,Brandon Ingram,SF,23.0,NOP,61.0,2093.0,19.2,0.584,0.341,0.291,1.8,13.7,7.8,22.4,1.0,1.6,11.0,28.0,3.9,1.3,5.3,0.12,3.3,-1.1,2.2,2.2,ingrabr01
,,,,2022,Brandon Ingram,1.0,Brandon Ingram,SF,24.0,NOP,55.0,1869.0,18.7,0.554,0.23,0.328,2.0,17.3,9.5,27.8,0.9,1.3,11.8,29.3,2.5,1.3,3.9,0.099,2.6,-0.6,2,1.9,ingrabr01
,,,,2019,Brandon Knight,1.0,Brandon Knight,PG,27.0,TOT,39.0,736.0,8.9,0.484,0.496,0.131,1.4,7.7,4.4,14.4,1.4,0.2,9.8,18.1,-0.1,0.0,0.0,-0.002,-3.5,-2,-5.4,-0.6,knighbr03
,,,,2020,Brandon Knight,1.0,Brandon Knight,SG-PG,28.0,TOT,25.0,462.0,8.5,0.503,0.784,0.204,1.0,9.1,5.0,21.6,1.1,0.6,17.3,20.6,-0.2,0.1,-0.1,-0.01,-1.8,-2.6,-4.4,-0.3,knighbr03
,,,,2022,Brandon Knight,1.0,Brandon Knight,PG,30.0,DAL,5.0,65.0,13.0,0.561,0.68,0.32,0.0,13.7,6.8,18.6,0.8,0.0,12.3,22.5,0.1,0.1,0.1,0.091,-2.7,-1.9,-4.6,0.0,knighbr03
,,,,2019,Brandon Sampson,1.0,Brandon Sampson,SG,21.0,CHI,14.0,214.0,8.5,0.567,0.483,0.1,1.5,6.7,4.1,6.8,1.8,1.2,16.1,15.2,-0.1,0.1,0.0,0.01,-3.9,-0.9,-4.7,-0.1,sampsbr01
,,,,2022,Brandon Williams,1.0,Brandon Williams,PG,22.0,POR,24.0,640.0,11.0,0.476,0.376,0.344,3.1,9.8,6.4,23.1,1.8,1.5,15.2,25.9,-0.7,0.2,-0.5,-0.037,-2.6,-3.1,-5.7,-0.6,willibr03
,,,,2022,Braxton Key,1.0,Braxton Key,SF,24.0,TOT,11.0,197.0,13.7,0.508,0.292,0.181,6.8,21.4,13.7,8.9,2.5,5.0,12.4,19.4,-0.1,0.3,0.2,0.052,-3.8,0.6,-3.3,-0.1,keybr01
,,,,2020,Brian Bowen,1.0,Brian Bowen,SF,21.0,IND,6.0,31.0,0.1,0.3,0.2,0.0,3.6,21.0,12.4,0.0,0.0,2.8,9.1,15.6,-0.1,0.0,-0.1,-0.107,-9.1,-1.8,-10.9,-0.1,bowenbr02
,,,,2021,Brian Bowen,1.0,Brian Bowen,SF,22.0,IND,6.0,15.0,1.0,0.338,0.25,0.25,0.0,21.6,10.8,0.0,0.0,0.0,0.0,12.6,0.0,0.0,0.0,-0.063,-8.1,-2.9,-11,0.0,bowenbr02
,,,,2021,Brodric Thomas,1.0,Brodric Thomas,SG,24.0,TOT,32.0,399.0,8.0,0.487,0.546,0.426,2.2,12.9,7.4,10.7,1.8,2.2,14.6,16.4,-0.3,0.3,0.1,0.006,-4.7,0.3,-4.4,-0.2,thomabr01
,,,,2022,Brodric Thomas,1.0,Brodric Thomas,SG,25.0,BOS,12.0,60.0,10.0,0.52,0.5,0.278,3.7,14.1,9.0,26.0,0.8,1.5,22.9,19.2,0.0,0.1,0.1,0.052,-3.6,0.8,-2.8,0.0,thomabr01
,,,,2019,Brook Lopez,1.0,Brook Lopez,C,30.0,MIL,81.0,2322.0,14.6,0.597,0.651,0.169,1.5,15.0,8.7,5.7,1.0,6.5,8.9,16.7,2.3,4.3,6.7,0.138,0.4,1.8,2.2,2.4,lopezbr01
